,Quality(%),MSE,PSNR,Compression Ratio
0,10,267.6484489440918,23.85515629931475,2.054757433489828
1,30,153.64333724975586,26.26566629066954,1.8076049396313174
2,50,103.10137557983398,27.998159011833657,1.7432387578167527
3,70,64.55841064453125,30.031275308640318,1.6879949604031677
4,90,20.001296997070312,35.12022202183569,1.6294241747331843
