,Quality(%),MSE,PSNR,Compression Ratio
0,10,85329.3483467102,3.5910318661388785,1.465663683319975
1,30,84446.98161697388,3.636174843628349,1.3283678086700785
2,70,80054.48569107056,3.8681594383819773,1.1742459376059076
3,87,74671.35485076904,4.170475842690305,1.0637798488319012
4,50,82512.8049697876,3.7368026465960953,1.2590703056267452
