,Window Size,MSE,PSNR,Compression Ratio
0,2,91.29928450289147,28.5261298681295,1.6722259368930492
1,4,38.503281647411995,32.27582614719782,2.0150864053531414
2,8,76.66137097294428,29.285037791786333,2.3639800869620013
3,16,147.1128933987392,26.454296236499744,2.9790241522876038
