,Window Size,MSE,PSNR,Compression Ratio
0,2,6401.594329833984,1.483913466225686,1.888829154026343
1,4,3090.5211029052734,1.8001699021706419,2.211496526763033
2,8,1774.35791015625,2.0411603886330782,2.6419766348865314
3,16,671.6862386067709,2.463035164949093,3.27711244732415
