,Quality(%),MSE,PSNR,Compression Ratio
0,10,277.10809326171875,23.70431150828815,4.296716334863474
1,30,154.10082626342773,26.252753935272636,3.8755784517052794
2,50,103.69449234008789,27.973246711117543,3.718485996530114
3,70,66.59333038330078,29.896496260335937,3.5438949329158005
4,90,24.562488555908203,34.22807995493735,3.3061090858722273
