,Quality(%),MSE,PSNR,Compression Ratio
0,10,346.58934783935547,22.732651499962977,1.935643090251431
1,30,174.55283737182617,25.711534481650805,1.7647019316014292
2,50,104.76165771484375,27.928779989238684,1.7497069948324544
3,70,58.3611946105957,30.46956187867884,1.7520053877082902
4,90,13.503978729248047,36.82618615663454,1.8127065381616982
