,Window Size,MSE,PSNR,Compression Ratio
0,2,25.081997578779095,34.137182392796525,1.6446545810262552
1,4,50.67407195628959,31.082945570885187,2.0672320570014344
2,8,91.03549348622838,28.538696100869622,2.4507381797794805
3,16,139.28902162866677,26.691634729721557,3.0643175100185767
