,Window Size,MSE,PSNR,Compression Ratio
0,2,1186.6179352739607,17.387694526227143,3.164051578693661
1,4,74.65420155371632,29.40026105936861,4.012455203294898
2,8,81.36976393254456,29.02617304832257,4.6635878398181125
3,16,167.08312426828502,25.901477733759144,5.930988524442035
