,Window Size,MSE,PSNR,Compression Ratio
0,2,112.75677754069676,27.60937705128893,2.9834381587095966
1,4,98.90027866563318,28.178828455823965,3.8099750406315303
2,8,177.0837239905325,25.6490171444876,4.5823566884539195
3,16,267.80488644591713,23.852618638560834,5.724349191121964
