,Quality(%),MSE,PSNR,Compression Ratio
0,10,437.72042083740234,21.718835527740488,3.6663268725911857
1,30,240.5882797241211,24.318058940366516,3.3139752101582816
2,50,155.99765014648438,26.19962304411534,3.1960389290257396
3,70,93.53543853759766,28.42104174109348,3.098592047962423
4,90,26.332237243652344,33.92592601598677,2.9753239615382436
